depth_cm,TiCa_1,FeK_1,depth_cm2,TiCa_2,FeK_2,depth_cm3,TiCa_3,FeK_3,Depth_cm_4,TiCa4,FeK4,depth_cm5,TiCa5,FeK5
340.4,0.90,60.83,970.0,0.52,69.29,1615.2,0.56,60.94,2236.0,0.22,46.40,2855.8,0.33,57.35
340.6,1.01,61.82,970.2,0.59,67.72,1615.4,0.59,62.83,2236.2,0.24,46.15,2856.0,0.44,58.58
340.8,1.03,63.16,970.4,0.60,65.52,1615.6,0.58,64.47,2236.4,0.20,46.06,2857.2,0.52,60.04
341.0,0.89,64.50,970.6,0.46,63.27,1615.8,0.67,65.70,2236.6,0.21,46.22,2857.4,0.52,61.35
341.2,0.94,65.48,970.8,0.42,61.60,1616.0,0.68,66.55,2236.8,0.29,46.58,2857.6,0.51,62.11
341.4,0.70,65.98,971.0,0.49,60.92,1616.2,0.59,67.12,2237.0,0.27,47.01,2857.8,0.40,62.04
341.6,0.97,66.08,971.2,0.43,61.37,1616.4,0.61,67.45,2237.2,0.30,47.44,2858.0,0.47,61.21
341.8,0.83,66.10,971.4,0.43,62.75,1616.6,0.54,67.45,2237.4,0.33,47.94,2858.2,0.44,59.99
342.0,0.77,66.66,971.6,0.56,64.65,1616.8,0.54,66.91,2237.6,0.24,48.51,2858.4,0.42,58.83
342.2,0.84,68.18,971.8,0.60,66.60,1617.0,0.61,65.69,2237.8,0.33,49.21,2858.6,0.33,58.09
342.4,0.89,70.54,972.0,0.67,68.21,1617.2,0.53,63.88,2238.0,0.31,49.98,2858.8,0.39,57.94
342.6,0.81,73.27,972.2,0.70,69.29,1617.4,0.57,61.76,2238.2,0.37,50.65,2859.0,0.42,58.34
342.8,0.87,75.60,972.4,0.60,69.83,1617.6,0.60,59.74,2238.4,0.35,51.09,2859.2,0.38,59.15
343.0,1.01,76.74,972.6,0.60,69.93,1617.8,0.52,58.16,2238.6,0.32,51.35,2859.4,0.40,60.26
343.2,0.83,76.28,972.8,0.58,69.80,1618.0,0.55,57.16,2238.8,0.40,51.54,2859.6,0.47,61.50
343.4,0.79,74.36,973.0,0.66,69.66,1618.2,0.54,56.65,2239.0,0.37,51.79,2859.8,0.43,62.74
343.6,0.86,71.51,973.2,0.74,69.53,1618.4,0.45,56.55,2239.2,0.39,52.12,2860.0,0.36,63.78
343.8,0.88,68.40,973.4,0.78,69.30,1618.6,0.52,56.68,2239.4,0.31,52.45,2860.2,0.35,64.63
344.0,0.75,65.77,973.6,0.68,68.84,1618.8,0.53,56.83,2239.6,0.36,52.77,2860.4,0.39,65.43
344.2,0.65,64.14,973.8,0.59,68.14,1619.0,0.30,56.83,2239.8,0.32,53.19,2860.6,0.38,66.34
344.4,0.78,63.60,974.0,0.53,67.25,1619.2,0.46,56.51,2240.0,0.31,53.77,2860.8,0.40,67.42
344.6,0.86,63.93,974.2,0.45,66.38,1619.4,0.40,55.85,2240.2,0.34,54.36,2861.0,0.39,68.47
344.8,0.89,64.76,974.4,0.54,65.77,1619.6,0.40,54.94,2240.4,0.37,54.77,2861.2,0.27,69.23
345.0,0.76,65.49,974.6,0.58,65.59,1619.8,0.42,53.97,2240.6,0.32,54.83,2861.4,0.32,69.55
345.2,0.88,65.61,974.8,0.55,65.89,1620.0,0.44,53.15,2240.8,0.31,54.59,2861.6,0.41,69.61
345.4,0.89,65.00,975.0,0.56,66.61,1620.2,0.41,52.63,2241.0,0.26,54.51,2861.8,0.43,69.78
345.6,0.77,63.88,975.2,0.47,67.61,1620.4,0.31,52.49,2241.2,0.32,55.04,2862.0,0.47,70.35
345.8,0.73,62.65,975.4,0.54,68.75,1620.6,0.39,52.74,2242.2,0.41,56.27,2862.2,0.38,71.36
346.0,0.91,61.61,975.6,0.44,69.89,1620.8,0.27,53.30,2242.4,0.30,57.82,2862.4,0.40,72.53
346.2,0.85,60.90,975.8,0.58,70.89,1621.0,0.41,54.02,2242.6,0.28,59.10,2862.6,0.43,73.48
346.4,0.91,60.48,976.0,0.56,71.57,1621.2,0.39,54.72,2242.8,0.31,59.59,2862.8,0.40,73.90
346.6,0.80,60.33,976.2,0.54,71.79,1621.4,0.39,55.23,2243.0,0.31,59.18,2863.0,0.42,74.07
346.8,0.88,60.41,976.4,0.58,71.61,1621.6,0.41,55.50,2243.2,0.32,58.38,2863.2,0.35,74.42
347.0,0.95,60.72,976.6,0.48,71.17,1621.8,0.43,55.54,2243.4,0.29,58.19,2863.4,0.45,75.08
347.2,0.85,61.16,976.8,0.55,70.58,1622.0,0.43,55.43,2243.6,0.33,59.34,2863.6,0.42,75.87
347.4,0.86,61.55,977.0,0.54,69.92,1622.2,0.40,55.25,2243.8,0.30,61.91,2863.8,0.33,76.34
347.6,0.81,61.62,977.2,0.66,69.18,1622.4,0.39,55.07,2244.0,0.34,65.37,2864.0,0.42,76.03
347.8,0.65,61.27,977.4,0.60,68.35,1622.6,0.39,54.98,2244.2,0.31,68.69,2864.2,0.38,74.86
348.0,0.79,60.57,977.6,0.49,67.41,1622.8,0.46,55.09,2244.4,0.21,70.91,2864.4,0.41,73.28
348.2,0.71,59.81,977.8,0.57,66.51,1623.0,0.43,55.52,2244.6,0.31,71.61,2864.6,0.27,71.86
348.4,0.82,59.33,978.0,0.61,65.84,1623.2,0.38,56.29,2244.8,0.37,71.04,2864.8,0.33,71.09
348.6,0.70,59.27,978.2,0.45,65.58,1623.4,0.44,57.27,2245.0,0.34,69.88,2865.0,0.13,71.12
348.8,0.73,59.55,978.4,0.46,65.84,1623.6,0.43,58.16,2245.2,0.37,68.94,2865.2,0.30,71.71
349.0,0.90,59.92,978.6,0.52,66.58,1623.8,0.43,58.63,2245.4,0.31,68.81,2865.4,0.33,72.34
349.2,1.00,60.08,978.8,0.56,67.50,1624.0,0.49,58.49,2245.6,0.38,69.71,2865.6,0.34,72.61
349.4,0.78,59.92,979.0,0.47,68.18,1624.2,0.44,57.89,2245.8,0.33,71.47,2865.8,0.32,72.43
349.6,0.77,59.51,979.2,0.45,68.26,1624.4,0.43,57.27,2246.0,0.32,73.73,2866.0,0.36,71.85
349.8,0.74,59.09,979.4,0.55,67.51,1624.6,0.42,57.11,2246.2,0.37,76.15,2866.2,0.31,71.03
350.0,0.92,58.96,979.6,0.53,65.98,1624.8,0.46,57.71,2246.4,0.39,78.20,2866.4,0.35,70.32
350.2,0.90,59.32,979.8,0.45,64.00,1625.0,0.43,59.01,2246.6,0.39,79.40,2866.6,0.34,69.97
350.4,0.87,60.13,980.0,0.43,62.04,1625.2,0.43,60.60,2246.8,0.33,79.49,2866.8,0.30,70.08
350.6,0.72,61.05,980.2,0.40,60.44,1625.4,0.31,61.89,2247.0,0.34,78.49,2867.0,0.30,70.68
350.8,0.97,61.64,980.4,0.40,59.36,1625.6,0.47,62.38,2247.2,0.42,76.76,2867.2,0.36,71.53
351.0,0.73,61.54,980.6,0.41,58.80,1625.8,0.41,61.86,2247.4,0.34,74.75,2867.4,0.33,72.29
351.2,0.60,60.65,980.8,0.40,58.63,1626.0,0.43,60.47,2247.6,0.36,72.87,2867.6,0.35,72.74
351.4,0.70,59.16,981.0,0.45,58.77,1626.2,0.43,58.71,2247.8,0.32,71.40,2867.8,0.28,72.84
351.6,0.86,57.55,981.2,0.44,59.15,1626.4,0.35,57.32,2248.0,0.28,70.52,2868.0,0.28,72.73
351.8,0.82,56.37,981.4,0.44,59.72,1626.6,0.49,56.86,2248.2,0.30,70.33,2868.2,0.30,72.63
352.0,0.71,56.05,981.6,0.43,60.32,1626.8,0.37,57.48,2248.4,0.33,70.72,2868.4,0.31,72.71
352.2,0.60,56.69,981.8,0.30,60.83,1627.0,0.40,58.91,2248.6,0.35,71.47,2868.6,0.37,73.00
352.4,0.60,58.05,982.0,0.34,61.28,1628.8,0.55,60.54,2248.8,0.28,72.28,2868.8,0.35,73.32
352.6,0.98,59.72,982.2,0.36,61.76,1629.0,0.56,61.75,2249.0,0.40,72.88,2869.0,0.39,73.44
352.8,1.07,61.20,982.4,0.41,62.47,1629.2,0.50,62.24,2249.2,0.44,73.14,2869.2,0.39,73.25
353.0,1.01,62.11,982.6,0.41,63.56,1629.4,0.61,62.14,2249.4,0.53,73.13,2869.4,0.37,72.82
353.2,0.93,62.30,982.8,0.40,64.98,1629.6,0.54,61.84,2249.6,0.43,72.99,2869.6,0.32,72.47
353.4,0.93,61.83,983.0,0.42,66.44,1629.8,0.50,61.77,2249.8,0.38,72.89,2869.8,0.31,72.53
353.6,0.87,60.95,983.2,0.45,67.53,1630.0,0.53,62.21,2250.0,0.50,72.83,2870.0,0.33,73.16
353.8,0.93,60.03,983.4,0.37,68.04,1630.2,0.52,63.23,2250.2,0.42,72.67,2870.2,0.42,74.31
354.0,0.84,59.35,983.6,0.39,68.08,1630.4,0.53,64.78,2250.4,0.42,72.32,2870.4,0.38,75.78
354.2,0.64,58.98,983.8,0.43,67.96,1630.6,0.63,66.80,2250.6,0.46,71.76,2870.6,0.38,77.22
354.4,0.95,58.80,984.0,0.38,68.05,1630.8,0.72,69.09,2250.8,0.45,71.14,2870.8,0.41,78.40
354.6,0.85,58.59,984.2,0.41,68.45,1631.0,0.59,71.32,2251.0,0.45,70.65,2871.0,0.39,79.22
354.8,1.02,58.13,984.4,0.41,68.94,1631.2,0.64,73.10,2251.2,0.46,70.43,2871.2,0.40,79.63
355.0,1.10,57.36,984.6,0.40,69.17,1631.4,0.46,74.17,2251.4,0.41,70.41,2871.4,0.40,79.64
355.2,0.70,56.43,984.8,0.40,68.89,1631.6,0.75,74.51,2251.6,0.39,70.50,2871.6,0.40,79.31
355.4,0.88,55.61,985.0,0.39,68.15,1631.8,0.64,74.36,2251.8,0.42,70.56,2871.8,0.42,78.75
355.6,0.75,55.16,985.2,0.37,67.16,1632.0,0.71,74.04,2252.0,0.44,70.54,2872.0,0.33,78.09
355.8,0.95,55.17,985.4,0.41,66.20,1632.2,0.64,73.72,2252.2,0.43,70.48,2872.2,0.41,77.58
356.0,0.78,55.54,985.6,0.42,65.42,1632.4,0.95,73.42,2252.4,0.41,70.51,2872.4,0.41,77.43
356.2,0.87,56.06,985.8,0.46,64.75,1632.6,0.75,73.07,2252.6,0.40,70.82,2872.6,0.39,77.64
356.4,0.80,56.50,986.0,0.44,63.97,1632.8,0.73,72.68,2252.8,0.42,71.42,2872.8,0.37,77.99
356.6,0.80,56.68,986.2,0.43,63.02,1633.0,0.73,72.37,2253.0,0.38,72.14,2873.0,0.39,78.21
356.8,0.79,56.58,986.4,0.35,61.90,1633.2,0.60,72.40,2253.2,0.39,72.70,2873.2,0.36,78.04
357.0,0.78,56.34,986.6,0.39,60.70,1633.4,0.73,72.87,2253.4,0.32,72.79,2873.4,0.37,77.35
357.2,0.88,56.15,986.8,0.37,59.54,1633.6,0.59,73.57,2253.6,0.32,72.30,2873.6,0.30,76.32
357.4,0.86,56.12,987.0,0.40,58.51,1633.8,0.79,74.09,2253.8,0.35,71.39,2873.8,0.27,75.25
357.6,0.68,56.24,987.2,0.36,57.62,1634.0,0.75,74.05,2254.0,0.34,70.44,2874.0,0.22,74.43
357.8,0.79,56.34,987.4,0.35,56.90,1634.2,0.80,73.28,2254.2,0.32,70.00,2874.2,0.25,74.05
358.0,0.76,56.24,987.6,0.33,56.34,1634.4,1.18,71.99,2254.4,0.34,70.78,2874.4,0.31,74.16
358.2,0.68,55.87,987.8,0.34,55.91,1634.6,0.96,70.60,2254.6,0.35,73.30,2874.6,0.32,74.74
358.4,0.73,55.38,988.0,0.43,55.66,1634.8,0.81,69.62,2254.8,0.36,77.35,2874.8,0.31,75.81
358.6,0.75,54.99,988.2,0.42,55.63,1635.0,0.63,69.43,2255.0,0.36,82.05,2875.0,0.37,77.34
358.8,0.75,54.89,988.4,0.40,55.88,1635.2,0.67,70.22,2255.2,0.32,86.04,2875.2,0.34,79.10
359.0,0.70,55.15,988.6,0.40,56.39,1635.4,0.84,72.02,2255.4,0.36,87.97,2875.4,0.34,80.65
359.2,0.80,55.69,988.8,0.43,57.12,1635.6,1.08,74.72,2255.6,0.40,87.18,2875.6,0.33,81.58
359.4,0.66,56.38,989.0,0.43,57.97,1635.8,1.49,78.07,2255.8,0.48,84.17,2875.8,0.37,81.54
359.6,0.70,57.14,989.2,0.40,58.83,1636.0,2.01,82.14,2256.0,0.50,80.20,2876.0,0.29,80.56
359.8,0.77,57.98,989.4,0.41,59.58,1636.2,2.05,87.02,2256.2,0.46,76.71,2876.2,0.30,78.99
360.0,0.75,58.92,989.6,0.42,60.07,1636.4,1.91,92.40,2256.4,0.41,74.51,2876.4,0.32,77.35
360.2,0.79,59.89,989.8,0.39,60.21,1636.6,3.60,97.42,2256.6,0.46,73.61,2876.6,0.30,76.00
360.4,0.78,60.81,990.0,0.43,60.01,1636.8,3.51,100.90,2256.8,0.47,73.39,2876.8,0.30,75.07
360.6,0.70,61.65,990.2,0.39,59.52,1637.0,1.47,101.73,2257.0,0.44,73.19,2877.0,0.30,74.67
360.8,0.82,62.44,990.4,0.39,58.89,1637.2,1.73,99.41,2257.2,0.43,72.81,2877.2,0.27,74.78
361.0,0.83,63.37,990.6,0.44,58.28,1637.4,1.00,94.60,2257.4,0.43,72.32,2877.4,0.23,75.33
361.2,0.87,64.54,990.8,0.43,57.74,1637.6,1.20,88.74,2257.6,0.42,71.92,2877.6,0.25,76.12
361.4,0.81,65.83,991.0,0.39,57.25,1637.8,1.49,83.38,2257.8,0.43,71.77,2877.8,0.32,76.80
361.6,0.87,66.90,991.2,0.48,56.75,1638.0,0.94,79.49,2258.0,0.44,71.85,2878.0,0.16,77.03
361.8,0.82,67.33,991.4,0.41,56.22,1638.2,1.01,77.36,2258.2,0.34,72.01,2878.2,0.30,76.70
362.0,0.71,66.84,991.6,0.40,55.73,1638.4,0.88,76.58,2258.4,0.36,72.11,2878.4,0.38,76.02
362.2,0.92,65.48,991.8,0.41,55.43,1638.6,0.89,76.47,2258.6,0.47,72.04,2878.6,0.28,75.32
362.4,0.81,63.69,992.0,0.38,55.38,1638.8,1.04,76.71,2258.8,0.44,71.73,2878.8,0.29,74.96
362.6,0.72,61.98,992.2,0.47,55.56,1639.0,1.07,77.19,2259.0,0.42,71.25,2879.0,0.29,75.01
362.8,0.64,60.67,992.4,0.43,55.99,1639.2,1.11,77.76,2259.2,0.41,70.74,2879.2,0.26,75.34
363.0,0.78,59.84,992.6,0.36,56.71,1639.4,1.25,78.32,2259.4,0.35,70.36,2879.4,0.28,75.61
363.2,0.71,59.35,992.8,0.35,57.73,1639.6,1.21,78.93,2259.6,0.30,70.34,2879.6,0.27,75.49
363.4,0.78,58.97,993.0,0.38,59.02,1639.8,1.17,79.72,2259.8,0.42,70.89,2879.8,0.29,74.88
363.6,0.56,58.57,993.2,0.41,60.43,1640.0,1.15,80.79,2260.0,0.41,72.27,2880.0,0.29,73.84
363.8,0.65,58.20,993.4,0.51,61.67,1640.2,1.30,82.14,2260.2,0.43,74.67,2880.2,0.27,72.65
364.0,0.75,57.97,993.6,0.46,62.40,1640.4,2.22,83.57,2260.4,0.42,78.03,2880.4,0.29,71.69
364.2,0.87,57.93,993.8,0.46,62.42,1640.6,2.03,84.80,2260.6,0.41,81.90,2880.6,0.30,71.28
364.4,0.71,58.09,994.0,0.46,61.76,1640.8,1.98,85.58,2260.8,0.34,85.48,2880.8,0.33,71.59
364.6,0.72,58.41,994.2,0.47,60.69,1641.0,2.34,85.88,2261.0,0.37,87.93,2881.0,0.32,72.51
364.8,0.83,58.84,994.4,0.41,59.82,1641.2,1.90,85.88,2261.2,0.41,88.65,2881.2,0.33,73.53
365.0,0.70,59.47,994.6,0.36,59.69,1641.4,2.14,85.84,2261.4,0.38,87.62,2881.4,0.28,74.16
365.2,0.89,60.65,994.8,0.42,60.77,1641.6,1.94,85.89,2261.6,0.39,85.29,2881.6,0.29,74.06
365.4,0.74,62.73,995.0,0.38,63.11,1641.8,2.17,86.02,2261.8,0.40,82.39,2881.8,0.30,73.16
365.6,0.93,65.75,995.2,0.47,66.24,1642.0,2.51,86.07,2262.0,0.44,79.58,2882.0,0.30,71.66
365.8,0.84,69.19,995.4,0.31,69.30,1642.2,1.75,85.92,2262.2,0.41,77.28,2882.2,0.31,69.92
366.0,1.02,72.05,995.6,0.43,71.46,1642.4,1.55,85.67,2262.4,0.42,75.65,2882.4,0.30,68.28
366.2,0.97,73.32,995.8,0.41,72.39,1642.6,1.63,85.58,2262.6,0.41,74.72,2882.6,0.31,66.97
366.4,0.86,72.46,996.0,0.41,72.28,1642.8,2.14,85.89,2262.8,0.37,74.38,2882.8,0.33,66.14
366.6,0.84,69.81,996.2,0.52,71.67,1643.0,1.94,86.72,2263.0,0.40,74.38,2883.0,0.25,65.85
366.8,0.72,66.31,996.4,0.46,70.88,1643.2,2.36,87.95,2263.2,0.44,74.39,2883.2,0.28,66.04
367.0,0.68,63.07,996.6,0.47,69.89,1643.4,2.72,89.31,2263.4,0.44,74.06,2883.4,0.26,66.57
367.2,0.77,60.85,996.8,0.44,68.42,1643.6,2.82,90.47,2263.6,0.40,73.30,2883.6,0.31,67.30
367.4,0.68,60.05,997.0,0.49,66.38,1643.8,3.81,91.20,2263.8,0.40,72.32,2883.8,0.28,68.10
367.6,0.65,61.03,997.2,0.44,64.09,1644.0,2.52,91.46,2264.0,0.36,71.49,2884.0,0.32,68.97
367.8,0.72,63.97,997.4,0.38,62.07,1644.2,1.91,91.45,2264.2,0.34,71.13,2884.2,0.29,69.99
368.0,0.81,68.57,997.6,0.40,60.90,1644.4,2.39,91.46,2264.4,0.41,71.30,2884.4,0.29,71.22
368.2,0.82,73.83,997.8,0.33,60.64,1644.6,3.25,91.73,2264.6,0.43,71.85,2884.6,0.28,72.54
368.4,0.79,78.12,998.0,0.44,60.86,1644.8,2.58,92.40,2264.8,0.40,72.54,2884.8,0.29,73.69
368.6,0.67,79.86,998.2,0.44,60.97,1645.0,1.65,93.44,2265.0,0.40,73.10,2885.0,0.28,74.36
368.8,0.76,78.36,998.4,0.47,60.63,1645.2,1.92,94.58,2265.2,0.42,73.48,2885.2,0.29,74.37
369.0,0.77,74.28,998.6,0.46,60.06,1645.4,3.22,95.42,2265.4,0.42,73.76,2885.4,0.28,73.80
369.2,0.71,69.16,998.8,0.39,60.09,1645.6,2.54,95.62,2265.6,0.42,74.00,2885.6,0.29,72.98
369.4,0.65,64.56,999.0,0.39,61.45,1645.8,3.22,95.01,2265.8,0.46,74.20,2885.8,0.28,72.22
369.6,0.76,61.37,999.2,0.40,64.34,1646.0,2.29,93.73,2266.0,0.45,74.37,2886.0,0.29,71.65
369.8,0.79,59.67,999.4,0.35,68.15,1646.2,3.30,92.21,2266.2,0.43,74.41,2886.2,0.26,71.29
370.0,0.54,58.89,999.6,0.15,71.81,1646.4,2.90,90.93,2266.4,0.37,74.34,2886.4,0.32,71.12
370.2,0.65,58.47,999.8,0.50,74.16,1646.6,2.50,90.15,2266.6,0.38,74.27,2886.6,0.29,71.11
370.4,0.59,58.24,1000.0,0.47,74.71,1646.8,1.77,89.91,2266.8,0.42,74.31,2886.8,0.27,71.29
370.6,0.74,58.11,1000.2,0.52,73.96,1647.0,2.91,90.13,2267.0,0.45,74.55,2887.0,0.23,71.70
370.8,0.72,58.01,1000.4,0.54,73.11,1647.2,3.51,90.55,2267.2,0.39,75.03,2887.2,0.27,72.24
371.0,0.79,57.87,1000.6,0.52,73.03,1647.4,3.04,90.99,2267.4,0.33,75.64,2887.4,0.29,72.69
371.2,0.71,57.66,1000.8,0.51,73.73,1647.6,3.21,91.43,2267.6,0.44,76.16,2887.6,0.24,72.95
371.4,0.67,57.47,1001.0,0.46,74.38,1647.8,3.78,91.89,2267.8,0.41,76.36,2887.8,0.24,73.04
371.6,0.64,57.46,1001.2,0.52,73.77,1648.0,3.60,92.36,2268.0,0.39,76.11,2888.0,0.26,73.03
371.8,0.57,57.71,1001.4,0.32,71.30,1648.2,1.98,92.80,2268.2,0.41,75.39,2888.2,0.25,73.01
372.0,0.75,58.20,1001.6,0.47,67.36,1648.4,3.87,93.14,2268.4,0.45,74.33,2888.4,0.23,72.93
372.2,0.51,58.81,1001.8,0.47,63.12,1648.6,5.14,93.22,2268.6,0.38,73.20,2888.6,0.26,72.71
372.4,0.58,59.39,1002.0,0.39,59.70,1648.8,4.92,92.95,2268.8,0.38,72.28,2888.8,0.24,72.25
372.6,0.60,59.83,1002.2,0.42,57.71,1649.0,5.07,92.36,2269.0,0.35,71.64,2889.0,0.26,71.61
372.8,0.75,60.07,1002.4,0.35,57.10,1649.2,5.54,91.63,2269.2,0.36,71.29,2889.2,0.27,71.00
373.0,0.82,60.15,1002.6,0.35,57.36,1649.4,4.81,91.00,2269.4,0.51,71.22,2889.4,0.25,70.59
373.2,0.83,60.14,1002.8,0.47,57.91,1649.6,3.76,90.67,2269.6,0.58,71.35,2889.6,0.29,70.41
373.4,0.77,60.21,1003.0,0.44,58.51,1649.8,3.71,90.75,2269.8,0.45,71.62,2889.8,0.25,70.39
373.6,0.81,60.52,1003.2,0.43,59.14,1650.0,2.33,91.18,2270.0,0.37,72.00,2890.0,0.28,70.41
373.8,0.72,61.31,1003.4,0.44,59.73,1650.2,2.26,91.74,2270.2,0.42,72.44,2890.2,0.30,70.42
374.0,0.73,62.69,1003.6,0.51,60.10,1650.4,3.58,92.22,2270.4,0.56,72.88,2890.4,0.28,70.49
374.2,0.94,64.63,1003.8,0.49,60.10,1650.6,3.98,92.47,2270.6,0.48,73.24,2890.6,0.31,70.68
374.4,0.74,66.99,1004.0,0.44,59.67,1650.8,3.32,92.45,2270.8,0.51,73.53,2890.8,0.25,70.96
374.6,0.86,69.41,1004.2,0.48,58.89,1651.0,3.52,92.27,2271.0,0.55,73.80,2891.0,0.29,71.20
374.8,0.75,71.42,1004.4,0.36,57.96,1651.2,3.94,92.08,2271.2,0.61,74.03,2891.2,0.26,71.36
375.0,0.90,72.54,1004.6,0.47,57.11,1651.4,2.79,92.13,2271.4,0.62,74.16,2891.4,0.27,71.43
375.2,0.82,72.51,1004.8,0.47,56.51,1651.6,4.61,92.67,2271.6,0.64,74.12,2891.6,0.29,71.45
375.4,0.78,71.27,1005.0,0.43,56.19,1651.8,2.89,93.87,2271.8,0.56,73.85,2891.8,0.27,71.50
375.6,0.80,69.11,1005.2,0.51,56.11,1652.0,1.98,95.55,2272.0,0.58,73.42,2892.0,0.29,71.64
375.8,0.64,66.52,1005.4,0.52,56.20,1652.2,2.87,97.19,2272.2,0.52,73.00,2892.2,0.32,71.84
376.0,0.75,63.96,1005.6,0.48,56.44,1652.4,1.58,98.11,2272.4,0.53,72.79,2892.4,0.29,72.07
376.2,0.75,61.80,1005.8,0.50,56.77,1652.6,2.50,97.89,2272.6,0.52,72.91,2892.6,0.28,72.33
376.4,0.73,60.25,1006.0,0.56,57.12,1652.8,3.67,96.59,2272.8,0.60,73.49,2892.8,0.27,72.61
376.6,0.76,59.34,1006.2,0.48,57.50,1653.0,4.87,94.78,2273.0,0.57,74.98,2893.0,0.29,72.92
376.8,0.67,58.96,1006.4,0.48,58.20,1653.2,3.39,93.16,2273.2,0.52,77.71,2893.2,0.33,73.30
377.0,0.70,58.93,1006.6,0.53,59.74,1653.4,2.73,92.29,2273.4,0.51,81.66,2893.4,0.33,73.72
377.2,0.82,59.06,1006.8,0.42,62.47,1653.6,0.96,92.39,2273.6,0.64,86.32,2893.6,0.32,74.16
377.4,0.61,59.17,1007.0,0.51,66.21,1653.8,1.94,93.28,2273.8,0.61,90.56,2893.8,0.32,74.63
377.6,0.66,59.06,1007.2,0.56,70.19,1654.0,4.23,94.49,2274.0,0.57,93.11,2894.0,0.31,75.06
377.8,0.59,58.72,1007.4,0.59,73.26,1654.2,3.91,95.53,2274.2,0.67,93.13,2894.2,0.29,75.28
378.0,0.54,58.22,1007.6,0.66,74.54,1654.4,1.77,96.15,2274.4,0.66,90.97,2894.4,0.27,75.12
378.2,0.62,57.72,1007.8,0.55,73.89,1654.6,7.09,96.21,2274.6,0.75,87.84,2894.6,0.36,74.60
378.4,0.70,57.36,1008.0,0.55,71.94,1654.8,4.92,95.76,2274.8,0.55,85.45,2894.8,0.35,73.89
378.6,0.45,57.19,1008.2,0.62,69.62,1655.0,3.38,94.97,2275.0,0.60,85.27,2895.0,0.34,73.25
378.8,0.64,57.12,1008.4,0.60,67.70,1655.2,2.76,94.06,2275.2,0.72,87.70,2895.2,0.33,72.88
379.0,0.61,57.08,1008.6,0.62,66.37,1655.4,4.31,93.23,2275.4,0.86,91.71,2895.4,0.35,72.78
379.2,0.71,56.95,1008.8,0.47,65.34,1655.6,3.82,92.63,2275.6,0.87,95.67,2895.6,0.41,72.81
379.4,0.54,56.68,1009.0,0.55,64.24,1655.8,3.75,92.33,2275.8,0.86,98.04,2895.8,0.39,72.89
379.6,0.64,56.27,1009.2,0.52,62.95,1656.0,3.58,92.25,2276.0,0.71,97.90,2896.0,0.35,73.00
379.8,0.65,55.81,1009.4,0.50,61.64,1656.2,3.73,92.25,2276.2,0.70,95.42,2896.2,0.34,73.21
380.0,0.60,55.43,1009.6,0.44,60.53,1656.4,6.74,92.22,2276.4,0.74,91.66,2896.4,0.35,73.57
380.2,0.63,55.24,1009.8,0.54,59.76,1656.6,5.71,92.09,2276.6,0.72,87.87,2896.6,0.33,73.96
380.4,0.59,55.28,1010.0,0.44,59.31,1656.8,5.21,91.85,2276.8,0.62,84.96,2896.8,0.32,74.16
380.6,0.54,55.51,1010.2,0.53,59.12,1657.0,3.70,91.55,2277.0,0.74,83.36,2897.0,0.29,74.00
380.8,0.60,55.80,1010.4,0.61,59.16,1657.2,3.37,91.29,2277.2,0.50,83.11,2897.2,0.33,73.53
381.0,0.45,56.04,1010.6,0.55,59.33,1657.4,3.59,91.19,2277.4,0.66,83.89,2897.4,0.33,73.03
381.2,0.51,56.19,1010.8,0.60,59.50,1657.6,3.01,91.28,2277.6,0.68,85.56,2897.6,0.30,72.78
381.4,0.67,56.26,1011.0,0.48,59.54,1657.8,2.69,91.65,2277.8,0.60,88.33,2897.8,0.31,72.88
381.6,0.65,56.33,1011.2,0.50,59.36,1658.0,3.13,92.27,2278.0,0.82,92.24,2898.0,0.30,73.19
381.8,0.69,56.51,1011.4,0.51,58.89,1658.2,2.13,93.04,2278.2,0.95,96.96,2898.2,0.26,73.48
382.0,0.61,56.86,1011.6,0.58,58.28,1658.4,2.75,93.73,2278.4,0.84,101.73,2898.4,0.32,73.61
382.2,0.64,57.35,1011.8,0.44,57.74,1658.6,3.10,94.15,2278.6,0.67,105.41,2898.6,0.32,73.55
382.4,0.60,57.92,1012.0,0.43,57.39,1658.8,5.60,94.17,2278.8,0.89,106.98,2898.8,0.27,73.36
382.6,0.67,58.50,1012.2,0.37,57.23,1659.0,4.86,93.72,2279.0,0.89,106.06,2899.0,0.35,73.08
382.8,0.63,59.01,1012.4,0.54,57.16,1659.2,2.75,92.97,2279.2,0.82,103.16,2899.2,0.28,72.74
383.0,0.64,59.39,1012.6,0.43,57.06,1659.4,2.00,92.16,2279.4,0.80,99.42,2899.4,0.33,72.45
383.2,0.58,59.59,1012.8,0.54,56.89,1659.6,2.78,91.43,2279.6,0.77,96.07,2899.6,0.29,72.38
383.4,0.55,59.54,1013.0,0.49,56.77,1659.8,2.45,90.83,2279.8,0.93,93.81,2899.8,0.31,72.70
383.6,0.48,59.26,1013.2,0.52,56.89,1660.0,2.85,90.43,2280.0,0.89,92.62,2900.0,0.28,73.55
383.8,0.63,58.88,1013.4,0.49,57.34,1660.2,3.14,90.37,2280.2,0.70,91.90,2900.2,0.29,74.84
384.0,0.61,58.62,1013.6,0.51,58.39,1660.4,2.75,90.79,2280.4,0.81,91.13,2900.4,0.33,76.15
